field_name,source_surface,resource,grain,decomposition_basis,field_type,player_link,fixture_link,club_link,canonical_attachment,relationship_kind,identity_contract,source_identity_required,relationship_note
phases[].highest_score,fpl,bootstrap-static.json,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
phases[].id,fpl,bootstrap-static.json,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
phases[].name,fpl,bootstrap-static.json,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
phases[].start_event,fpl,bootstrap-static.json,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
phases[].stop_event,fpl,bootstrap-static.json,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams,fpl,bootstrap-static.json,team,field/context indicates team entity,object,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].code,fpl,bootstrap-static.json,team,field/context indicates team entity,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].draw,fpl,bootstrap-static.json,team,field/context indicates team entity,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].form,fpl,bootstrap-static.json,team,field/context indicates team entity,NoneType,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].id,fpl,bootstrap-static.json,team,field/context indicates team entity,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].link_url,fpl,bootstrap-static.json,team,field/context indicates team entity,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].loss,fpl,bootstrap-static.json,team,field/context indicates team entity,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].name,fpl,bootstrap-static.json,team,field/context indicates team entity,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].played,fpl,bootstrap-static.json,team,field/context indicates team entity,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].points,fpl,bootstrap-static.json,team,field/context indicates team entity,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].position,fpl,bootstrap-static.json,team,field/context indicates team entity,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].pulse_id,fpl,bootstrap-static.json,team,field/context indicates team entity,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].short_name,fpl,bootstrap-static.json,team,field/context indicates team entity,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].strength,fpl,bootstrap-static.json,team,field/context indicates team entity,NoneType,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].strength_attack_away,fpl,bootstrap-static.json,team,field/context indicates team entity,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].strength_attack_home,fpl,bootstrap-static.json,team,field/context indicates team entity,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].strength_defence_away,fpl,bootstrap-static.json,team,field/context indicates team entity,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].strength_defence_home,fpl,bootstrap-static.json,team,field/context indicates team entity,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].strength_overall_away,fpl,bootstrap-static.json,team,field/context indicates team entity,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].strength_overall_home,fpl,bootstrap-static.json,team,field/context indicates team entity,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].team_division,fpl,bootstrap-static.json,team,field/context indicates team entity,NoneType,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].unavailable,fpl,bootstrap-static.json,team,field/context indicates team entity,bool,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].win,fpl,bootstrap-static.json,team,field/context indicates team entity,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
total_players,fpl,bootstrap-static.json,player,field/context indicates player entity,int,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures,fpl,element,unmapped_review,insufficient structural evidence,object,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures[].code,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures[].difficulty,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures[].event,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures[].event_name,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures[].finished,fpl,element,unmapped_review,insufficient structural evidence,bool,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures[].id,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures[].is_home,fpl,element,unmapped_review,insufficient structural evidence,bool,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures[].kickoff_time,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures[].minutes,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures[].provisional_start_time,fpl,element,unmapped_review,insufficient structural evidence,bool,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures[].team_a,fpl,element,team_match,field/context indicates team-fixture observation,int,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures[].team_a_score,fpl,element,team_match,field/context indicates team-fixture observation,NoneType,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures[].team_h,fpl,element,team_match,field/context indicates team-fixture observation,int,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures[].team_h_score,fpl,element,team_match,field/context indicates team-fixture observation,NoneType,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history,fpl,element,unmapped_review,insufficient structural evidence,object,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].assists,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].bonus,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].bps,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].clean_sheets,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].clearances_blocks_interceptions,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].creativity,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].defensive_contribution,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].element,fpl,element,player,field/context indicates player entity,int,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].expected_assists,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].expected_goal_involvements,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].expected_goals,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].expected_goals_conceded,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].fixture,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].goals_conceded,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].goals_scored,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].ict_index,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].influence,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].kickoff_time,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].minutes,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].modified,fpl,element,unmapped_review,insufficient structural evidence,bool,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].opponent_team,fpl,element,team,field/context indicates team entity,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].own_goals,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].penalties_missed,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].penalties_saved,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].recoveries,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].red_cards,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].round,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].saves,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].selected,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].starts,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].tackles,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].team_a_score,fpl,element,team,field/context indicates team entity,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].team_h_score,fpl,element,team,field/context indicates team entity,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].threat,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].total_points,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].transfers_balance,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].transfers_in,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].transfers_out,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].value,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].was_home,fpl,element,unmapped_review,insufficient structural evidence,bool,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].yellow_cards,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past,fpl,element,unmapped_review,insufficient structural evidence,object,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].assists,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].bonus,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].bps,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].clean_sheets,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].clearances_blocks_interceptions,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].creativity,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].defensive_contribution,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].element_code,fpl,element,player,field/context indicates player entity,int,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].end_cost,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].expected_assists,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].expected_goal_involvements,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].expected_goals,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
