field_name,source_surface,resource,grain,player_link,fixture_link,club_link,canonical_attachment,relationship_kind,identity_contract,source_identity_required,relationship_note
elements[].team,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
elements[].team_code,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
elements[].team_join_date,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
elements[].threat,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
elements[].threat_rank,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
elements[].threat_rank_type,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
elements[].total_points,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
elements[].transfers_in,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
elements[].transfers_in_event,fpl,bootstrap-static.json,player_match,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
elements[].transfers_out,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
elements[].transfers_out_event,fpl,bootstrap-static.json,player_match,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
elements[].value_form,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
elements[].value_season,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
elements[].web_name,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
elements[].yellow_cards,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
events[].overrides.element_types,fpl,bootstrap-static.json,player_match,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
events[].top_element,fpl,bootstrap-static.json,player_match,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
events[].top_element_info,fpl,bootstrap-static.json,player_match,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
events[].top_element_info.id,fpl,bootstrap-static.json,player_match,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
events[].top_element_info.points,fpl,bootstrap-static.json,player_match,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
game_config.rules.element_sell_at_purchase_price,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
game_config.rules.squad_team_limit,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
game_settings.element_sell_at_purchase_price,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
game_settings.squad_team_limit,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].code,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].draw,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].form,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].id,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].link_url,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].loss,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].name,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].played,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].points,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].position,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].pulse_id,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].short_name,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].strength,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].strength_attack_away,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].strength_attack_home,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].strength_defence_away,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].strength_defence_home,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].strength_overall_away,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].strength_overall_home,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].team_division,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].unavailable,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
teams[].win,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
total_players,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures[].team_a,fpl,element,team_match,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures[].team_a_score,fpl,element,team_match,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures[].team_h,fpl,element,team_match,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
fixtures[].team_h_score,fpl,element,team_match,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].element,fpl,element,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].opponent_team,fpl,element,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].team_a_score,fpl,element,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history[].team_h_score,fpl,element,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].element_code,fpl,element,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
